ID	D55_H041_T1_20190110	D55_H041_T1_20180201	D60_H041_T1_20180208	D6_H041_T1_20180131	D55_PMN_H041_T0_20180201	D55_PMN_H041_T0_20190110	D60_PMN_H041_T0_20180208	D60_PMN_H041_T0_20181212	D6_PMN_H041_T0_20180131	D55_PMN_H041_T1_20180201	D55_PMN_H041_T1_20190110	D60_PMN_H041_T1_20181212	D6_PMN_H041_T1_20180131
H041_702	2870	4877	2505	4921	1016	1028	1561	1085	943	412	1058	1809	740
H041_703	1016	1453	1034	1437	227	342	427	233	188	83	299	376	150
H041_704	82	247	65	147	104	80	104	80	68	12	48	68	23
H041_705	3905	7425	2455	7689	1430	1360	2195	432	823	571	1001	1016	647
H041_706	1125	2579	842	2630	1152	921	1548	521	578	292	793	1115	502
H041_707	591	1209	435	858	751	650	1103	298	381	208	528	747	288
H041_708	9840	18972	7426	11872	5054	4603	7217	5064	5540	1094	3498	4881	1598
H041_709	53071	39865	26704	39115	26296	22138	32041	32274	21181	5808	11157	22526	9369
H041_71	4661	10737	5385	7919	4390	5641	11503	3388	4585	1189	3580	3067	2010
H041_710	40762	42173	28477	39471	25562	18325	27760	26772	17463	6421	11675	21608	10187
H041_711	86139	111398	69790	104241	40125	39296	59137	61558	33124	10337	27970	57932	15639
H041_712	13660	21032	11817	19308	4381	4606	6466	5064	4605	1331	4280	6764	2065
H041_713	462	1402	473	1203	684	766	872	557	582	110	313	477	164
H041_714	576	1185	838	1270	704	599	876	529	489	103	474	742	124
H041_715	938	1611	1491	1840	756	651	1038	480	419	109	406	684	127
H041_716	2198	4273	2837	4669	2332	1998	2617	1425	1764	345	1139	1375	495
H041_717	8556	19374	9841	17462	8057	6589	10299	5979	6961	1539	3919	5500	2457
H041_718	8149	14052	7978	12068	5176	4466	6517	4374	4920	1029	2980	4318	1516
H041_719	2654	3957	1845	4128	2688	2227	3165	1906	1506	556	1553	2676	833
H041_72	5053	8787	5750	8070	9803	9336	17317	9663	10237	1656	4178	6390	2480
H041_720	16234	21696	9569	21590	1757	2441	3196	2049	2400	933	3431	5181	1177
H041_721	45	117	20	57	76	118	82	114	100	15	41	60	26
H041_722	2863	3005	1907	2669	1265	2083	2798	1452	1131	302	1087	1723	371
H041_723	674	1081	560	1117	255	354	389	263	152	79	260	434	52
H041_724	1111	1900	939	2120	680	644	909	757	382	156	544	1112	172
H041_725	1977	4559	2423	3668	1684	1494	2345	1559	1219	323	859	1605	478
H041_726	17509	28827	15014	29732	12859	11934	18385	10621	9870	2689	6856	9600	4197
H041_727	11465	23539	8830	18668	9993	13577	16350	12087	12276	2599	8405	11331	4338
H041_728	4868	10510	4001	8796	5832	6459	9071	4889	6828	2001	3773	4798	2751
H041_729	12950	21150	10879	18779	9944	9584	16921	11708	11417	2312	6078	10024	3973
H041_73	16317	32733	18603	17696	31816	27361	43383	27530	29962	4659	15067	25698	7229
H041_730	925	1408	803	1469	368	300	482	210	258	89	229	358	103
H041_731	2661	3941	1790	4477	804	915	1330	710	741	203	596	984	278
H041_732	2135	4924	2088	3357	3030	2523	3195	2021	2229	626	1013	1519	744
H041_733	3335	6850	3755	6763	1524	1917	2446	1417	1485	353	1561	2342	543
H041_734	6636	12001	5807	8664	10183	6840	11131	7710	6328	1649	3558	6517	2137
H041_735	200	268	169	367	137	146	197	95	92	29	80	89	34
H041_736	31940	57740	25970	52063	15029	16067	22585	18890	16582	3750	12341	19726	5648
H041_737	4285	8790	3798	8256	1917	2178	3165	2400	2631	471	1676	2579	794
H041_738	4826	8786	4575	7895	4002	3119	4867	3988	3139	973	3167	5199	1440
H041_739	3269	5088	2964	5567	1695	1464	2106	1493	1257	384	1213	2097	654
H041_740	4067	9517	4695	7130	3859	3221	4988	3987	3025	856	2373	4477	1196
H041_741	2990	4651	2288	5502	1375	1041	1415	1244	1066	376	785	1358	476
H041_742	8854	15705	7300	15795	5549	3909	5581	3437	3586	1184	2466	3683	1784
H041_743	283	682	307	429	515	446	711	369	351	95	162	210	147
H041_744	66	142	123	98	139	116	258	115	84	27	33	99	33
H041_745	618	1470	768	1251	752	900	1294	912	796	141	382	699	213
H041_746	301	930	240	494	28	20	16	28	31	9	21	52	13
H041_747	10629	10891	5576	7749	5274	5507	10784	2504	4516	2063	2848	2354	2052
H041_748	89879	122138	68366	115810	62584	69635	113165	90782	65643	17415	42215	72590	23467
H041_749	726	1213	722	1315	599	733	957	725	451	121	396	558	175
H041_75	3931	7163	3303	6447	2051	2351	3170	1880	2116	485	1667	2141	723
H041_750	978	1550	922	1063	3035	2764	3256	3084	2374	416	964	1522	578
H041_751	1406	2729	1124	3631	1216	1162	1686	1174	738	292	999	1771	471
H041_752	16565	19774	13888	20529	6271	6946	9205	4695	2815	1537	4218	7172	1879
H041_753	1027	2734	1532	2122	564	667	998	643	549	156	402	647	198
H041_754	1267	3389	1729	2607	581	752	947	602	560	144	630	825	213
H041_755	1543	3346	1742	2323	905	918	1116	950	604	224	698	1207	282
H041_756	601	1534	480	1149	134	152	354	66	158	46	67	71	15
H041_757	23939	32417	16869	29003	14251	12412	18812	14546	12380	2840	9114	15161	3843
H041_758	170	150	96	145	63	49	77	72	34	9	21	65	17
H041_759	6910	15263	7092	12858	2400	2714	4027	3568	2516	671	2652	4313	894
H041_76	3485	4832	2408	5061	1901	1854	2835	1876	1777	502	1407	2327	793
H041_760	5085	6019	1774	4929	1674	1246	1517	1193	1380	710	1804	2893	935
H041_761	36109	21655	11078	19174	3327	2800	3504	4113	2568	1270	4484	6953	1729
H041_762	2252	4398	1301	3339	1714	1281	1673	1848	1090	464	735	1536	525
H041_763	4712	7746	3690	6851	3892	2780	4210	3671	2885	888	1723	3473	1292
H041_764	1454	2789	1580	2701	1494	1360	2555	936	1240	252	750	1239	377
H041_765	182	46	42	68	71	44	75	71	54	16	24	36	33
H041_766	12	3	10	2	4	1	6	2	2	0	0	0	0
H041_767	7857	13938	6444	10016	7174	5964	7381	6555	4907	1348	2982	4820	1798
H041_768	7018	8844	4957	6767	3663	3792	4782	3589	2994	572	1966	3554	943
H041_769	3134	4601	2447	3901	2092	2001	2355	1680	1832	330	1134	1803	565
H041_77	2446	7352	4392	4425	2056	2927	5242	3015	1878	607	1461	3129	653
H041_770	3109	3640	1740	4095	1300	1046	1373	1125	692	324	904	1277	316
H041_771	250	925	215	323	265	199	312	222	297	51	143	218	107
H041_772	21326	31783	15936	29680	17999	13478	20028	13317	11871	3254	9639	14563	5332
H041_773	369	399	235	406	1369	919	1497	686	643	226	416	650	318
H041_774	1556	1678	963	1957	2278	1326	4057	896	1280	467	662	800	671
H041_775	84	309	98	283	73	138	138	80	94	19	73	129	22
H041_776	2069	1576	1026	1821	2337	1115	3074	1324	1038	463	626	1055	713
H041_777	745	1153	479	1082	4237	1768	3703	2090	2670	625	619	1145	1009
H041_778	193	199	86	180	1262	741	1153	896	804	209	237	357	299
H041_779	7760	4431	3203	3981	11992	6485	14483	5616	5261	2168	2450	3862	3122
H041_78	1806	2141	1304	2094	456	556	920	361	334	136	370	476	159
H041_780	882	730	588	925	2975	2529	4151	1749	1449	565	777	1037	686
H041_781	9986	18291	9465	15567	4232	7966	17779	5068	5943	1641	4867	5807	1947
H041_782	1237	2607	1260	1762	1769	1514	1873	1656	2043	306	639	1088	539
H041_783	482	1016	396	432	883	779	996	846	999	183	489	762	290
H041_784	597	1122	510	956	315	333	403	337	314	68	306	423	131
H041_785	129	173	100	168	106	74	100	75	61	28	56	89	34
H041_786	50	49	35	44	24	46	42	37	38	8	28	45	11
H041_787	3060	4282	3145	3415	1720	1455	2775	1363	1164	413	937	1292	493
H041_788	23296	22191	10399	25866	5614	9551	10136	8213	6426	1391	4355	6739	2082
H041_789	122	270	144	136	227	232	355	176	167	36	135	164	57
H041_79	1571	3044	1248	2141	1014	923	1328	783	807	168	707	979	240
H041_790	65	173	33	101	155	164	98	259	153	30	79	180	54
H041_791	71	172	49	148	74	111	89	48	63	22	58	60	24
H041_792	85	154	51	167	45	55	64	36	60	8	41	31	16
H041_793	3364	4170	2578	3862	1209	1131	1302	1251	705	237	604	927	308
H041_794	2930	4236	2312	4425	842	862	864	1059	498	277	595	1060	323
H041_795	3333	4168	2475	4133	1089	1381	1558	1820	837	277	868	1449	348
H041_796	2252	4340	2000	4469	595	611	736	707	616	189	449	793	193
H041_797	3270	7883	2474	7051	3823	2321	3189	2579	2383	891	1934	3386	1212
H041_798	11807	22016	9643	22662	6360	5041	7699	4656	4375	1409	4627	7078	2197
H041_799	1145	1498	957	1613	892	800	1231	622	680	144	423	609	196
H041_8	861	1509	1061	1195	1029	765	1442	856	629	175	419	692	226
H041_80	1325	998	697	969	581	627	687	594	298	95	396	665	124
H041_800	6168	6018	3700	5284	3789	3685	4965	3097	2572	752	2326	3545	1087
H041_801	9582	13368	5424	14330	3225	3211	3439	3244	2679	755	2684	4203	1241
H041_802	14684	30114	13152	27266	13903	10783	15745	9528	9193	2670	6857	9791	3648
H041_803	9032	22870	8727	15176	6357	7909	10740	6820	6089	1291	5531	6361	1783
H041_804	17490	25110	12314	27553	1562	1759	2187	1612	1675	603	2255	3315	975
H041_805	3466	6217	3586	4918	2747	3319	4385	2835	1896	517	1977	2682	655
H041_806	0	0	0	0	0	0	0	0	0	0	0	0	0
H041_807	1540	2284	1398	2204	1857	1461	2210	1809	1027	320	795	1580	441
H041_808	2244	2980	1795	2848	1552	1529	2021	1463	926	352	1048	1466	476
H041_809	2535	3355	1942	2886	3271	3035	3565	3453	1551	683	1776	3079	816
H041_81	43465	62128	36207	53562	21258	29604	41071	19234	19923	4458	18392	22672	6152
H041_810	970	2094	972	1547	574	720	942	611	640	125	558	748	199
H041_811	9	14	4	9	53	36	40	25	28	14	9	13	10
H041_812	518	987	656	918	320	425	649	409	313	84	313	537	104
H041_813	1232	2548	1583	2365	647	758	1012	576	602	155	489	770	210
H041_814	207	551	231	478	132	153	153	123	90	29	73	167	29
H041_815	826	1364	581	1531	677	560	659	495	417	136	285	453	176
H041_816	699	764	429	676	716	530	720	293	295	141	236	419	142
H041_817	1552	3168	766	4477	409	365	404	209	360	178	384	379	254
H041_818	1211	2482	1366	2485	1268	1480	1730	1042	892	217	882	1149	283
H041_819	0	0	0	0	0	0	0	0	0	0	0	0	0
H041_82	82	154	116	69	171	197	286	131	210	34	92	176	53
H041_820	6050	9722	5355	8288	4431	3422	4916	3620	2440	886	2231	3607	1215
H041_821	1484	1037	824	1042	637	800	1165	656	364	138	545	835	142
H041_822	79	164	263	163	49	69	291	39	45	17	59	38	11
H041_823	1392	2663	1993	1828	912	1268	1918	981	826	194	858	1391	275
H041_824	456	1034	372	1074	589	679	791	414	448	87	374	511	139
H041_825	2736	6720	3214	5100	3024	2567	4497	3127	2941	439	1244	2311	599
H041_826	3502	8684	4336	7011	3801	3205	5995	4331	4127	508	1850	3133	803
H041_827	1390	4435	1433	2375	1351	1103	2042	1623	2010	222	627	1093	283
H041_828	3993	6468	3610	6337	3159	2622	4700	4029	3723	468	1465	2829	618
H041_829	90	215	212	145	113	72	311	89	107	22	30	50	24
H041_83	1686	4284	1859	3233	1618	1413	2815	1606	1687	413	805	1258	510
H041_830	720	1914	1196	1499	1287	954	1925	1603	1468	176	496	1040	228
H041_831	974	1695	1137	1840	905	600	1207	818	918	121	383	671	187
H041_832	1212	2943	1921	2815	1992	1620	3190	2606	2528	271	895	1852	390
H041_833	5429	12098	7884	10897	5223	5238	8617	7781	6501	875	2881	5654	935
H041_834	219	420	317	314	345	423	647	256	511	49	216	265	63
H041_835	2022	4108	3378	3756	1795	2255	2941	2531	2007	332	1199	2399	427
H041_836	650	1260	934	1285	858	836	1142	985	676	128	459	991	170
H041_837	3333	3604	3130	3465	1714	1620	2414	2485	1430	317	1074	2235	423
H041_838	922	2182	1300	1552	614	621	1034	569	483	94	396	751	196
H041_839	684	1691	1364	1390	437	302	912	489	353	62	239	474	111
H041_84	1653	3736	1801	3271	1299	1252	1659	1156	1049	243	780	1348	351
H041_840	886	1934	1065	1687	740	950	1116	877	674	123	574	843	291
H041_841	8866	21576	10171	19045	2506	4284	5530	4114	2996	713	3576	6179	958
H041_842	5036	10494	4550	11128	4361	3657	5171	3484	3651	853	2008	3169	1228
H041_843	392	311	290	819	79	121	235	132	183	15	84	151	60
H041_844	1272	2473	1217	478	460	343	969	262	185	231	328	350	71
H041_845	2190	4256	1883	4270	733	719	958	665	676	316	642	1006	465
H041_846	2235	399	288	397	282	603	354	154	173	104	622	240	124
H041_847	41551	20693	10561	25862	2287	6324	6762	2609	3322	709	6946	4782	922
H041_848	40	5	4	7	2	39	7	4	4	4	47	6	0
H041_849	40	77	8	66	111	163	30	246	139	17	83	252	44
H041_85	5808	8495	4408	10948	1387	1658	1800	1445	1183	382	1196	1708	602
H041_850	3532	8874	4162	7144	2472	2544	3678	2405	2286	519	1789	2894	810
H041_851	947	1281	737	998	785	558	704	527	331	1839	2573	1798	1766
H041_852	2658	4665	2063	3838	1312	1454	1635	1335	1291	315	1014	1410	411
H041_853	4304	8339	4552	6695	1617	1615	2564	1953	2042	433	1239	2109	662
H041_854	15325	26105	13136	23308	2823	3663	4887	2632	3506	820	2902	3133	1206
H041_855	575	848	415	852	261	362	376	235	144	67	185	204	74
H041_856	198	237	233	251	32	18	101	14	19	4	23	20	13
H041_857	3815	5161	3139	5027	1549	1750	2365	1836	1037	420	1177	2038	544
H041_858	891	1870	807	1978	792	645	864	677	546	197	513	757	292
H041_859	125	151	93	138	35	67	61	42	33	19	40	70	24
H041_86	3671	6773	3731	4514	2841	1838	3293	2096	1597	495	1138	1928	663
H041_860	262	379	168	364	74	46	74	47	52	24	46	86	39
H041_861	73	89	53	73	28	25	38	8	9	10	17	21	9
H041_862	6408	8514	4232	9180	4264	3758	4278	2813	2683	873	2253	3128	1060
H041_863	10737	14995	8721	14297	2473	2722	3528	2474	1817	704	2345	3724	948
H041_864	10141	10901	6794	12045	2213	2948	4130	3180	2441	860	2721	4255	1208
H041_865	208	493	273	459	142	176	196	125	126	37	120	179	55
H041_866	52	48	36	36	21	56	60	39	34	15	48	61	11
H041_867	86	47	31	33	7	46	38	13	12	4	26	11	4
H041_868	73	79	48	64	26	27	43	9	20	4	28	11	3
H041_869	90	64	58	38	30	33	45	25	17	1	22	27	10
H041_87	1811	3813	1840	2819	706	580	852	418	480	129	454	499	242
H041_870	8426	3226	4408	2991	784	1830	3845	879	731	250	1602	1445	339
H041_871	315	406	241	327	156	119	150	76	61	26	83	205	35
H041_873	2586	5976	3303	2597	4892	5506	7938	3803	4093	771	2540	4044	1283
H041_874	2359	4342	2161	1920	3634	1946	3464	1750	1529	571	891	1524	655
H041_875	2822	4088	1964	4045	934	900	1337	1156	883	248	939	1717	395
H041_876	414	840	572	904	164	278	548	85	101	37	222	213	51
H041_877	729	2416	772	1776	439	533	590	306	423	102	356	518	125
H041_878	2121	5920	2094	4972	699	944	1278	690	793	224	801	949	297
H041_879	309	965	485	726	396	523	731	346	312	89	293	483	99
H041_88	1853	2528	1498	2535	1336	1113	1407	1353	789	269	628	1018	403
H041_880	956	978	458	898	381	379	383	298	167	79	244	351	77
H041_881	1996	5471	2810	4238	2426	2712	4326	2363	2313	448	1601	2503	705
H041_882	17804	35733	15319	28482	3004	4935	6994	5242	4218	891	4642	7379	1327
H041_883	21297	36295	19607	30082	4208	7803	10215	8351	5537	1352	6283	10666	1869
H041_884	13628	23402	11145	21695	2188	3804	4682	3102	2116	595	3096	3906	934
H041_885	1211	3284	1524	2458	872	1234	1733	1080	1005	210	632	1046	281
H041_886	580	803	454	995	335	398	516	236	236	85	218	271	83
H041_887	100	224	66	147	67	87	78	71	72	13	62	75	29
H041_888	21328	41341	17493	37366	9499	12405	15837	12074	10726	2686	10066	17056	4897
H041_889	14582	33248	14544	32567	9992	13533	19705	11128	11698	3063	11071	15300	5103
H041_89	948	1995	758	1854	1250	1152	1547	1155	799	201	596	866	243
H041_890	7372	12790	11830	7250	2075	1578	5690	1099	1697	388	1033	1364	610
H041_891	757	1004	871	933	573	285	848	396	273	115	212	485	244
H041_892	11064	12792	7838	13018	4187	3363	5168	3727	3067	1054	2439	3833	1762
H041_893	20889	33062	21048	31156	11338	11329	14811	11917	7998	2591	6653	11269	3851
H041_894	2002	4748	1913	2321	3052	2556	3648	2982	2093	502	1271	2225	903
H041_895	1789	4211	1701	3041	1946	1805	2465	2032	1482	354	953	1553	708
H041_896	24808	48815	27843	36632	10669	13208	20271	11448	7867	2158	7477	11496	4096
H041_897	1920	3475	2104	2479	938	702	987	575	545	142	435	496	230
H041_898	12151	16693	6776	17569	12993	5828	11116	5422	4504	1618	3131	4394	2102
H041_899	1829	3897	1900	2996	8180	2488	6518	3475	2421	810	767	1537	1127
H041_9	714	1510	692	1081	556	408	675	544	432	119	287	521	130
H041_90	1737	3590	1692	2880	2899	2569	3536	2282	2457	529	1244	1991	736
H041_900	105	344	192	169	2366	532	2200	539	564	228	135	216	308
H041_901	126	341	330	211	888	195	1529	138	177	57	54	70	127
H041_902	1858	5170	1920	2664	13361	6362	13812	3902	5212	1452	2462	3567	2092
H041_903	5029	7911	4727	6812	5507	4304	6149	3941	3266	912	2350	3958	1384
H041_904	2649	5481	2816	3686	1541	1845	2467	1232	635	208	758	1187	223
H041_905	1322	1711	1262	1193	486	431	599	289	137	59	315	443	109
H041_906	1238	1721	1054	1838	520	360	506	237	132	69	369	633	106
H041_907	118	175	197	238	91	121	255	21	40	11	98	77	23
H041_908	810	1459	982	1184	406	340	501	260	136	68	306	563	87
H041_909	3596	5269	3142	4304	5394	3013	5444	2812	3251	1005	1190	1879	1314
H041_91	9105	18543	7291	20150	4599	3678	5416	3057	3755	1017	2678	3826	1565
H041_910	5933	11453	7958	7701	10407	9202	16767	8171	7094	1800	3683	5909	2296
H041_911	1873	4018	2387	3479	3562	5423	7047	3947	3910	639	2368	3477	817
H041_915	4433	14400	4630	13757	1548	1562	2238	1442	1615	460	1625	2240	724
H041_916	4634	9415	3940	8469	2621	2054	2940	1444	2012	602	1390	1621	1026
H041_917	9018	21174	10138	18335	3459	3889	7160	4279	4076	1062	3544	5558	1499
H041_918	980	2127	1266	1806	1821	1336	2043	1573	1321	325	662	1228	522
H041_919	302	496	512	579	326	181	456	245	178	45	120	183	73
H041_92	948	2062	1411	1644	569	816	1295	723	522	135	398	740	184
H041_920	1081	2053	1429	1802	1884	1572	2193	1458	1546	353	693	1157	553
H041_921	6948	12312	6620	11419	6892	5321	7860	6891	5161	1116	3167	5530	1816
H041_922	1963	4424	1655	2419	2926	1584	2769	2242	2405	480	803	1527	724
H041_923	2349	4631	2111	3228	3331	1801	2955	2714	2488	526	1056	1845	878
H041_924	7592	10643	6313	9657	4918	4480	6276	4614	3336	860	2741	4422	1259
H041_925	2208	862	962	419	1480	1371	1755	1164	900	400	483	765	441
H041_926	2171	4784	2578	2819	1633	1639	2125	1625	1190	280	1060	1620	379
H041_927	849	1331	743	1225	924	694	916	630	551	238	376	579	268
H041_928	5508	6650	3840	6120	2561	1609	2597	1602	938	648	981	1479	652
H041_929	7657	2861	2578	2914	941	1189	1617	640	405	313	777	871	311
H041_93	2	1	2	0	5	4	13	5	0	0	1	2	0
H041_930	1149	556	639	450	444	537	1089	453	148	118	298	448	107
H041_931	4935	3719	2752	3500	1236	2387	3435	2905	856	365	1498	2549	411
H041_932	252	250	288	294	84	61	260	60	36	25	46	62	55
H041_933	3817	6312	2667	8489	2428	3179	4023	1765	2588	860	2168	2653	893
H041_934	11337	29571	14178	26382	5042	4899	8567	5443	4764	1369	4222	6991	2213
H041_935	140	554	344	347	143	222	394	239	175	25	183	282	33
H041_936	602	1587	627	966	456	577	563	414	309	104	391	460	124
H041_937	191	351	185	369	178	172	305	96	132	33	105	104	70
H041_938	32260	57189	26714	50485	21846	20728	33240	25363	25795	5808	16899	27511	8513
H041_939	0	0	0	1	0	0	0	0	0	0	0	0	0
H041_94	11943	28052	9757	21494	7699	6957	10769	5531	5608	1648	5892	8397	2739
H041_940	26232	53389	26661	56613	10575	11643	19503	17843	14318	3454	10994	20015	4771
H041_941	1338	3007	896	3540	726	741	912	661	600	154	715	942	224
H041_942	13174	27996	11758	26126	5426	5205	6690	4824	5372	1286	4154	6630	1943
H041_943	0	0	0	0	0	0	0	0	0	0	0	0	0
H041_944	514	1486	944	1247	380	521	739	507	470	132	294	509	123
H041_945	0	0	0	0	0	0	0	0	0	0	0	0	0
H041_946	0	0	0	0	0	0	0	0	0	0	0	0	0
H041_947	6	15	1	14	8	20	6	12	9	1	6	16	0
H041_948	3065	4785	3463	2466	1212	1968	2263	3719	2447	213	1494	3428	296
H041_949	1942	2931	2091	1929	1092	1831	1549	2424	2641	239	1073	2737	264
H041_95	5902	12859	6046	11856	2340	2576	3588	2678	2135	579	2373	3771	925
H041_950	362	806	536	607	101	77	159	34	39	28	70	103	39
H041_951	2128	3562	2298	2767	433	411	539	480	335	104	500	966	193
H041_952	17240	30854	14580	27946	7961	10985	13333	8387	6506	2278	8999	12029	3164
H041_953	159	236	213	169	136	108	340	48	90	28	53	40	49
H041_954	7524	12436	6859	7199	5089	4374	7066	4227	4969	1121	2597	3727	1732
H041_957	21726	31380	18786	22422	15786	20100	37358	20835	16216	3263	13189	20635	4428
H041_958	765	1578	783	1240	506	463	597	242	343	119	313	345	155
H041_959	1609	1100	969	1491	159	233	296	124	128	38	164	154	46
H041_96	127	287	182	229	99	91	110	80	89	16	43	67	20
H041_960	179	350	158	267	96	72	114	75	81	17	92	100	37
H041_961	103	157	87	160	96	51	67	50	27	11	32	52	13
H041_962	51	67	51	41	56	58	63	59	24	10	25	51	8
H041_963	58	87	66	111	22	10	28	22	12	4	6	12	4
H041_964	77	155	73	108	98	75	72	102	55	15	51	77	30
H041_965	3975	4350	2645	4084	1861	1915	2307	2162	1363	459	1416	2369	618
H041_966	300	671	272	566	605	522	597	474	401	146	395	596	173
H041_967	2561	4704	2617	3569	3818	2714	3557	2725	2380	614	1680	2873	993
H041_968	5631	11676	6299	9187	3959	2885	4219	3474	2504	923	2136	3741	1450
H041_969	261	533	439	333	57	85	192	36	52	9	65	52	25
H041_97	4681	10192	4762	7939	5177	3382	5811	3716	3872	837	2065	3092	1327
H041_970	165	508	383	249	210	282	387	189	168	20	161	217	55
H041_971	62	273	141	123	133	130	155	124	89	21	45	84	28
H041_972	997	2536	1344	1783	955	994	1581	1066	722	196	463	873	300
H041_973	680	1991	1120	1160	1918	1599	2443	1486	1135	440	692	1225	532
H041_974	10347	21508	8921	16454	11297	8275	11470	7915	7616	1980	4940	7956	3018
H041_975	588	1074	405	1168	197	209	251	148	186	54	134	180	43
H041_976	3568	6387	2665	5529	2819	1961	2541	2152	1669	594	1191	1714	893
H041_977	1013	2702	835	1998	262	256	288	277	314	71	275	436	90
H041_978	1301	2243	1082	2347	3320	1835	2754	2169	1816	661	950	1428	915
H041_979	1275	2647	1510	2361	4077	2199	3964	2029	2494	509	1048	1522	950
H041_98	1205	2568	1051	1953	2653	1239	2128	1487	1625	427	685	1093	674
H041_980	398	935	415	681	2591	1155	1773	1860	1407	303	519	907	600
H041_981	9162	10609	6681	9401	16726	11513	17055	11224	8755	2753	5194	8883	4038
H041_982	2381	5298	2701	4637	2476	1879	2991	1692	1522	584	1207	1641	860
H041_983	2119	2180	1697	2080	1114	960	1208	947	588	210	642	1175	369
H041_984	4289	5446	3463	6253	1549	1187	1601	1159	822	421	1093	1719	572
H041_985	3939	5362	3365	4831	1927	1985	2818	1583	1270	454	1385	2064	646
H041_986	1388	2631	1193	2396	651	338	682	345	257	102	247	330	203
H041_987	1895	4096	1967	3454	1738	1271	2013	963	1059	311	849	1274	495
H041_988	351	788	309	721	336	313	459	400	240	70	147	264	115
H041_989	282	456	256	306	302	232	496	265	200	47	104	205	67
H041_99	2851	7279	2822	7581	2460	1771	2837	1699	1772	445	1258	1737	687
H041_990	877	1307	820	1303	450	445	706	249	422	145	321	206	99
H041_991	1128	1406	678	1535	625	570	736	721	385	151	337	707	196
H041_992	1247	6778	1472	6794	285	272	441	215	222	113	902	1266	208
H041_993	4509	4787	2269	5440	796	827	844	702	630	232	882	1421	434
H041_994	1797	3630	1412	3539	558	715	756	691	637	213	897	1423	312
H041_995	2080	4479	2158	3785	1322	1182	1696	1034	1050	278	996	1688	516
H041_996	3876	7264	4078	7215	1802	1381	2042	987	1276	658	1515	2390	830
H041_997	1614	5121	1671	5423	629	579	972	362	566	292	957	1280	550
H041_998	752	2913	923	2738	379	406	554	280	270	126	659	1077	291
H041_999	13146	25746	12610	20602	5559	4904	7267	5838	4847	1281	3692	6221	1874
